userName,score,at,content
Pengguna Google,1,2024-07-02 02:40:35,Bingung dengan app ini....jangan kan mau daftar scan barcode dll.mau masuk saja tidak bisa...jadi kesannya terlalu terbaru
Pengguna Google,1,2024-07-02 02:33:58,"Percuma kalo gak bisa screenshot ktp, percuma kalo open lens QR gagal mulu Gw butuh cetak ktp fisik buat registrasi premium QRIS, DANA, GOPAY, Shoppepay. Tolong benahi!"
Pengguna Google,5,2024-07-02 02:23:33,Tidak bisa tersambung
Pengguna Google,3,2024-07-02 02:16:44,Harus k sipil lagi cari barcodenya...
Pengguna Google,1,2024-07-02 01:46:50,"aplikasi tidak berguna, ujung2nya bawa ktp asli, buang2 anggaran saja"
Pengguna Google,1,2024-07-02 01:09:26,Keren
Pengguna Google,1,2024-07-02 00:47:33,Tidak bisa dibuka loading terus
Pengguna Google,5,2024-07-01 21:09:40,"Niat & usahanya bagus bikin aplikasi biar mempermudah, tapi bikin kecewa dan jengkel"
Pengguna Google,1,2024-07-01 15:10:25,"UN INSTAL JA,BERES! DARIPADA PUSING PUSING!"
Pengguna Google,1,2024-07-01 14:33:37,Apk nya ga bisa dipake 🤦
Pengguna Google,5,2024-07-01 14:30:23,Bagus yaa
Pengguna Google,1,2024-07-01 14:00:13,tidak bisa ss JD mempersulit tetap hasil Poto jelek jadi harus antri juga jelek aplikasi nya
Pengguna Google,1,2024-07-01 13:25:16,Katanya online tapi fotokopy ktpnya harus serba di bawa
Pengguna Google,3,2024-07-01 09:24:23,"aplikasi nya selalu ada masalah,erorr,selalu ada masalah jaringan padahal jaringan saya bagus"
Pengguna Google,1,2024-07-01 08:10:17,"Katanya online, mau daftar akun harus ke dukcapil dulu, terus apa gunanya apk online klo harus ke dukcapil😤😮‍💨"
Pengguna Google,3,2024-07-01 06:44:10,Email terhapus dan lupa password ...semuanya serba online buat urusin lupa password kenapa harus ke petugas ? Gimana kalo yang kerja ? Katanya mau mempermudah dengan aplikasi ?
Pengguna Google,1,2024-07-01 06:02:59,"Bukan'a mempermudah malah mempersulit masyarakat,harusnya di sediakan di dalam untuk download KTP/KK."
Pengguna Google,3,2024-07-01 05:41:28,"Udah dowload, eh harus verifikasi data ke dukcapil dulu, mana jauh. Percuma dowload kalau verifikasi nya harus ke petugas dukcapil, knp ga via email verifikasinya."
Pengguna Google,1,2024-07-01 04:30:41,"sekelas punya negara apk kya sampah,biaya mah minta gede cuan doang dipikirin...kenyamanan lah pikirin seenggak ny dpt cuan gede ga nyusahin rakyat"
Pengguna Google,1,2024-07-01 03:58:27,Ruwet daftarnya
Riza Liza,5,2024-07-01 03:58:20,Ok
Pengguna Google,1,2024-07-01 03:05:11,"Ga bisa masuk, padahal sinyal kenceng 1mbps 😆😆😆"
Pengguna Google,1,2024-07-01 02:58:52,"Entah kenapa aplikasi pemerintah selalu ""aneh""? Kalau memang belum siap untuk yang online-online an atau digital-digital an mending jangan dulu deh. Percuma, online tp on the spot juga ujung-ujungnya. Mending kembali ke zaman arsip manual, blangko dan perfotocopy aja."
Pengguna Google,1,2024-07-01 02:57:22,"Disarankan ngak perlu install aplikasi dr pemerintah, dijamin ngak aman, ingat pusat data nasional di heck, data KTP indo di heck, klik Ya jika komenan ini disarankan agar masyarakat makin sadar"
Pengguna Google,5,2024-07-01 02:55:47,"Cetak ktp di mpp cepat,layanan ramah,ruangan nyaman"
Pengguna Google,1,2024-07-01 02:47:25,Knapa ga bisa di buka.... Hayo cimahi jangan ketinggalan oleh kota pelosok luar jawa.... Memalukan...
Pengguna Google,5,2024-07-01 02:46:18,sangat bermanfaat 👍👍
Pengguna Google,3,2024-07-01 02:30:45,Tidak bisa masuk
Pengguna Google,5,2024-07-01 02:06:00,Aplikasi bagus
Pengguna Google,1,2024-07-01 01:54:44,Gabisa masuk padahal ada paket data dan wifi
Pengguna Google,2,2024-07-01 01:41:32,"buruk, bahkan fitur login/logout tidak ada... jadi mau ganti hp/login perangkat lain susah"
Pengguna Google,1,2024-07-01 01:35:25,Percuma instal tak ada guna
Pengguna Google,5,2024-07-01 01:24:55,Lebih mudah
Pengguna Google,1,2024-07-01 00:09:34,Harus ke dukcapil juga
Pengguna Google,1,2024-06-30 23:55:28,Tulisannya online tp masih harus datang ke kantor hadeuhh udah gtu klo diluar domisili gak bisa...gmna ini sistem masih kaya jaman purbakala Dana anggaran tuh dibuat salah satunya ya buat sistem ini gak menyusahkan rakyat kudu pulkam kudu kesana kemari ya tuhannn hari gini dimana mana udah serba online lah ini masih purbakala banget ada sih tp kebanyakan gak berjalan cuma pemanis doank.
Pengguna Google,5,2024-06-30 22:53:57,Sangat susah untuk online
Pengguna Google,1,2024-06-30 20:45:45,"Aplikasinya dengan anggaran yang cukup ini belum jadi tetapi sudah launching. Banyak masalah, kurang friendly user, dan lain lain"
Pengguna Google,5,2024-06-30 15:53:06,Mantap
Pengguna Google,1,2024-06-30 15:42:39,"Aplikasi aneh, mau online tapi harus ke dukcapil LG ambil barcode 🤣🤣"
Pengguna Google,1,2024-06-30 14:32:00,"Kirain mempermudah eh gaktaunya masih jg seribet harus Dateng kesana kemari,pantes gak maju2 negriku"
Pengguna Google,5,2024-06-30 12:39:56,Vivo hp sangat bermamfaat untuk era digitalisasi zaman naw👍
Pengguna Google,1,2024-06-30 11:52:40,"Waktu itu Uda daftar berhasil,,dan sekarang saya aktifkan kembali tidak bisa, padahal kode sesuai."
Pengguna Google,1,2024-06-30 10:53:20,"Masa udah foto masih harus scan QR dari dinas, percuma lah daftar online kalo harus ke tempat. Kalo belum siap ga usah luncurin aplikasi ginian."
Pengguna Google,1,2024-06-30 08:42:34,"aplikasi gak guna, percuma buang pulsa aja untuk download daftarnya aja susah harus registrasi ke kantor dukcapil, lah trus kalau masih harus datang ke kantor buat apa bikin aplikasi ?"
Pengguna Google,5,2024-06-30 08:23:53,Apik tenannnn
Pengguna Google,5,2024-06-30 06:23:41,Bagus
Abd Chalim,5,2024-06-30 01:24:50,Ok
Pengguna Google,5,2024-06-30 01:13:36,Bagus
Pengguna Google,5,2024-06-30 00:37:37,Bagus
Pengguna Google,1,2024-06-29 23:02:35,Percuma ada aplikasi ini kalo akhirnya harus tetap datang ke disdukcapil. Ga guna banget. Sama aja bodong.
Pengguna Google,1,2024-06-29 21:03:04,Aman ga sih? Atau cuma mau nyolong data?
Pengguna Google,1,2024-06-29 18:20:31,Gak bisa dibuka lg
Pengguna Google,1,2024-06-29 17:57:15,Mempersulit
Pengguna Google,1,2024-06-29 14:51:32,Bagg GX bisa di buka apa² an gax jelas
Pengguna Google,3,2024-06-29 13:26:06,Aplikasi bikin susah rakyat kampung yang buta teknologi. Yang gembira cuma penjual aplikasi.
Pengguna Google,5,2024-06-29 12:30:21,ok
Pengguna Google,1,2024-06-29 08:35:31,"Masih harus ke kantor Dukcapil, sama aja bohong"
Pengguna Google,1,2024-06-29 07:11:24,"desain aplikasi BURUK desain ui BUSUK dan terlalu banyak ERROR dan BUG dimana mana,anggaran untuk membuat aplikasinya berapa? kalah sama singapura😂😂😂"
Pengguna Google,5,2024-06-29 06:56:40,Sip mantap
Pengguna Google,1,2024-06-29 05:11:39,"Lebih Bagus Apk PINJOL yg Real ONLINE, Lah ini suruh datang ke kantor segala, Lu tau Arti Online gak blok!"
Pengguna Google,2,2024-06-29 03:01:26,"Mau masuk aplikasi saja susah loading mulu, jadi males... tolong diperbaiki"
Pengguna Google,1,2024-06-29 00:14:22,"Jadi malas buat kalo aplikasinya gini, Berbenah!!!"
Pengguna Google,1,2024-06-28 22:34:38,Semustinya bisa shere via blutoot. Bukan qr code
Pengguna Google,1,2024-06-28 16:11:58,Ini apk benar2 bikin pusing
Pengguna Google,1,2024-06-28 15:14:26,kalau tetap harus ke capil ya ngapain bikin aplikasinya? bikin aja aplikasi antrian di depan loket capil
Pengguna Google,5,2024-06-28 14:40:12,menarik
Pengguna Google,5,2024-06-28 12:32:48,ADA BAIK ADA JUJUR ADA JELAS ADA TERBUKA ERBA SAPUTRA (MT)
Pengguna Google,5,2024-06-28 12:20:41,Mohon aplikasi nya di optimal
Pengguna Google,5,2024-06-28 11:55:13,sangat dipentingkan bagi semua kalangan masyarakat dengan adanya digitalisasi
Pengguna Google,3,2024-06-28 11:36:50,Cabang Bank nolak IKD karena tgl cetak KTPnya beda pdhl tiap buka IKD pasti tgl KTPnya itu tgl skrng.. endingnya pake fotocopy KTP wkwkw..
Pengguna Google,1,2024-06-28 11:15:48,Login gak bisa2
Pengguna Google,1,2024-06-28 10:52:28,"Aplikasi sampah, baru download gabisa di apa apain. Email udh bener dibilang salah, yg salah aplikasi lu kocak"
Pengguna Google,5,2024-06-28 08:16:04,Bagus Cepat. ramah
Pengguna Google,1,2024-06-28 08:02:24,Aplikasi gak jelas suruh buat KTP elektronik tapi masih ke kantor dukcapil percuma aja buat e KTP di aplikasi ujung² datang juga ke kantor
Pengguna Google,1,2024-06-28 07:59:38,Apaan masa di suruh scan barcode dr Disduk capilnya aja . Invalid haduh parah data kependudukan manual sama digital GK singkron. 😆😆😆😆 Beda partey kali ni petugas . Aplikasi sama Disduk capil nya 🤣🤣🤣🤣🤣🤣🤣🤣 aplikasi burik
Pengguna Google,1,2024-06-28 07:14:15,Judul nya online tapi tetep ke kantor dukcapil.
Pengguna Google,1,2024-06-28 06:40:55,"Ribet, katanya online tapi masih aja minta QR ke kecamatan.. Lalu E Ktp kemarin artinya apa?? Lawak bener... Zzz"
Pengguna Google,1,2024-06-28 05:34:39,"Kok pin saya gak bisa masuk ya,"
Pengguna Google,1,2024-06-28 05:02:15,"ribet, daftar aja susah"
Pengguna Google,5,2024-06-28 04:33:18,Mantap
Pengguna Google,1,2024-06-28 04:31:10,"Pelayanan nya cukup rumit dan lama, pada saat aktivasi akun saja untuk pesan masuk ke email kita butuh waktu setengah jam (bikin akun game kyknya lebih cepet dari ini) Mohon untuk ditingkatkan lagi performa aplikasi Sekelas aplikasi nasional masa lelet sih"
Pengguna Google,1,2024-06-28 04:24:59,"Percuma hape dah ngedukung aja invalid semuaaa, Semua lancar cuma kode scan kaya entut semua, ribet amat siihhh"
Pengguna Google,1,2024-06-28 04:17:02,"Gak bisa diinstal, padahal udah puluhan kali ngedownload tp tetep aja pada akhirnya gak bisa diinstal (padahal ruang penyimpanan hapeku juga lowong kok, masa download yg lain bisa tp download ikd malah gak bisa hadeeeuuhhh)"
Pengguna Google,1,2024-06-28 04:15:43,Bagi saya bikin KTP aja sulit sekarang. Alamat email sudah ada tapi belom ada email dari apps ini
Pengguna Google,1,2024-06-28 04:02:20,Error terus
Pengguna Google,1,2024-06-28 03:59:23,ANIES NGAPAIN AJA SIH
Pengguna Google,1,2024-06-28 03:44:43,"mending ga usah bikin aplikasi ""online"" deh ga guna kalo tetep harus datang ke dinas setempat blog"
Pengguna Google,1,2024-06-28 03:34:45,Aplikasi apa an ini mau daptar aja harus ke kantor dukcapil..percuma buat apk juga klw mempersulit..kirain sy ada aplikasi ini bisa langsung daptar dan langsung bisa nyetak kartu kk..ternya harus datang juga ke kantor dukcapil 🤣🤣🤣 sampah
Pengguna Google,1,2024-06-28 03:32:49,"Baru mau isi biodata aja leg bgt , buat foto ja ga muncul2 apk erot mulu, ga guna"
Pengguna Google,1,2024-06-28 03:24:13,"aplikasi tolol, percuma saja online tapi untuk mendapatkan qr code harus dari petugas dukcapil juga.. kek tolol banget negara ini. birokrasi bobrok"
Pengguna Google,5,2024-06-28 03:21:56,Bagus
Pengguna Google,5,2024-06-28 03:12:04,kalo misalkan lupa pin masuk gmn ya
Pengguna Google,1,2024-06-28 02:25:05,Semakin mempersulit orang
Pengguna Google,1,2024-06-28 02:13:24,Ribet lahhhhh
Pengguna Google,1,2024-06-28 02:10:46,"Aplikasi sampah.. notif yang dikirim ke Gmail lambat bahkan tidak sampai, menguras waktu untuk mengantri. Sangat tidak efektif. Seharusnya aplikasi government begini harus dimaksimalkan. Aplikasi buatan anak esempe aja."
Pengguna Google,3,2024-06-28 02:09:39,"Aplikasi ini bagus sih tapi tolong ditingkatkan lagi fiturnya. Klu bisa dibuat fitur untuk pengajuan perubahan data seperti perubahan nama, pekerjaan, dan lainnya, serta tolong agar dokumen bisa di download 🙏"
Pengguna Google,1,2024-06-28 01:47:21,"Mau daftar aja ngk bisa,mesti ke kantor dukcapil,buat apa dibuat aplikasi klo ujung2 nya kesana"
Pengguna Google,3,2024-06-28 01:03:34,"Kalau bisa ditambahkan fitur login via finger print seperti app bank, ketimbang harus hapal pin untuk buka app"
Pengguna Google,5,2024-06-28 00:45:45,Mantap saya merasa sangat terbantu dengan adanya IKD
Pengguna Google,1,2024-06-27 22:40:15,"aplikasi nya sulit digunakan terutama saat pengguna lupa PIN masuk tidak ada opsi untuk ""riset pin"" tolong developer dikembangkan lagi"
Pengguna Google,5,2024-06-27 21:48:51,Aplikasi yang sangat bagus dan memudahkan dalam hal mendownload identitas pribadi dan anggota keluarga.
Pengguna Google,1,2024-06-27 19:42:43,Pertama instal bisa liat dokumen lain seperti bpjs dan npwp sekarang sudah tidak bisa lagi
Pengguna Google,1,2024-06-27 17:48:51,"Ribet ngurusnya, ambil QR nya di disdukcapil. Jauh, tidak profesional tidak online"
Pengguna Google,3,2024-06-27 16:01:31,Lupa password identitas kependudukan
Pengguna Google,1,2024-06-27 13:33:40,Aplikasi tolol apa gunanya digital online klo masih harus datang ke dukcapil ini sih tujuannya cuma supaya pekerja dukcapil tinggal duduk santai doang birokrasi busuk masih di pertahankan
Pengguna Google,1,2024-06-27 12:44:58,"APLIKASI NEGARA KOK BEGINI YA. SARAN NIH, SEGALA SESUATU KALAU BELUM MUTAKHIR, JANGAN DIPUBLIKASIKAN DAHULU. NANTI YANG TIMBUL KEKACAUAN. BUATLAH SEBAIK-BAIKNYA, JIKA YAKIN SUDAH BAGUS SEMUA, BARU DI PUBLIKASI."
Pengguna Google,1,2024-06-27 12:07:08,Aplikasi jamet gaguna banget
Hanif,1,2024-06-27 11:35:35,Apk gaguna asu
Pengguna Google,5,2024-06-27 11:08:21,"Sesuai Data dan informasi, hanya msh ada yg kurang lengkap"
Pengguna Google,1,2024-06-27 10:18:27,Enggak guna
Pengguna Google,1,2024-06-27 10:17:09,"Aplikasi digital dengan sistem kuno, daftar online tapi setelah itu harus ke disdukcapil kalo kayak gtu mah belum siap menuju era digital"
Pengguna Google,1,2024-06-27 08:44:31,Tidak bisa di instal
Pengguna Google,5,2024-06-27 08:31:53,Proses cepat
Pengguna Google,1,2024-06-27 07:03:13,"Mau Daftar Verifikasi Email, email nya ga muncul muncul aneh banget masa aplikasi sebesar ini milik pemerintah kok bobrok banget."
Pengguna Google,1,2024-06-27 06:51:01,tetep harus ke dukcapil. percuma online.
Pengguna Google,1,2024-06-27 06:30:14,Email ny gajelas ga mau masuk
Pengguna Google,1,2024-06-27 06:27:44,"Aplikasi online tapi harus ke dukcapil buat minta qr code,, eh ini online atau offline? 🤣🤣🤣"
Pengguna Google,1,2024-06-27 06:14:44,lama aplikasi jelek
Pengguna Google,5,2024-06-27 06:08:39,Ok
Pengguna Google,1,2024-06-27 05:54:20,"Sudah 1 bulan lalu bikin akte anak belum terverifikasi sampai sekarang, tolong di perbaiki lagi aplikasi nya, terimakasih"
Pengguna Google,1,2024-06-27 05:36:21,Cara dapat QR code dari dukcapil gimana. Apa iya kita harus datang ke kantor dukcapil ?
Pengguna Google,5,2024-06-27 04:05:24,Ganti foto hijab cepat mantap
Pengguna Google,1,2024-06-27 03:42:20,"Aplikasi yang dibuat hanya untuk kembali menyulitkan, buang buang dana anggaran negara aja kalau begini."
Pengguna Google,1,2024-06-27 03:41:21,"Tambahin fitur download lah, ini kcamatan jg tdk punya blangko, trus gmn mau bikin ktp yg fisiknya?"
Pengguna Google,5,2024-06-27 03:35:45,Baik
Pengguna Google,1,2024-06-27 03:16:38,"pelayanan di dukcapil nya sih bagus tp apk nya kurang, pas masukin pin udh benar tp salah trs, ditanyakan ke petugas katanya masalah sinyal, pdhl udh pakai wifi & sinyal data bagus!!!!"
Pengguna Google,1,2024-06-27 03:11:55,Apk ini seharusnya pada saat pendaftaran online tidak mesti ke dukcapil. Kalau masih ujung ujung nya ke Capil untuk apa.
Pengguna Google,1,2024-06-27 02:57:38,Bad 💔
Pengguna Google,1,2024-06-27 02:17:57,kalo lupa sandi ribet gabisa di apa2 in harusnya bisa kan konfirm email sama no telp atau nik atau kk
Pengguna Google,1,2024-06-27 01:43:44,"Katanya digital, tapi aplikasi tak pernah diupdate, bahkan semakin banyak digunakan akan semakin lemot dan tambah buruk performanya, tidak memberikan pengalaman akan teknologi masa depan, malah sekarang lebih tajam dan jelas KTP didompet dari pada yang diaplikasi, GAMBAR PECAH"
Pengguna Google,4,2024-06-27 01:34:05,"Sebagai warga negara kita harus ikut mendukung update data kependudukan melalui digitalisasi, upaya pemerintah terus lakukan perbaikan dan maksimalkan kenyamanan dan keamanan data agar benar terjamin"
Pengguna Google,5,2024-06-27 01:04:37,Ok boangettt
Pengguna Google,1,2024-06-27 00:54:27,APLIKASI SANGAT TERBURUK.. 👎👎👎
Pengguna Google,1,2024-06-26 20:04:22,APLIKASI GA GUNA ! 27 Juni 2024 . Jangan Download PERCUMA GA BISA DI PAKE . DAFTAR AJA SUSAH
Pengguna Google,4,2024-06-26 19:11:29,Sangat membantu mudah dan bebas kata2 ribet
Pengguna Google,5,2024-06-26 17:02:41,Sangat puas
Pengguna Google,1,2024-06-26 16:30:28,"Sok sok an mau digital, bikin aplikasi yg ujung ujungnya hrs ke dukcapil jg. #palalu_peyang"
Pengguna Google,5,2024-06-26 16:23:23,"Setuju,saatnya KTP sudah digital tanpa blanko.hapuskan blanko apapun dalam bentuk cetakan. Agar seluruh kantor kecamatan se-indonesia tidak ada PUNGLI."
Pengguna Google,1,2024-06-26 14:41:51,Aplikasi percuma gak Guna....! Kalo masih banyak instansi yang menanyakan foto kopi KTP dan KK !!! RAWAN KEBOCORAN DATA!!
Pengguna Google,1,2024-06-26 12:27:12,Appsnya gk bisa di bukak tolong di perbaiki
Pengguna Google,1,2024-06-26 10:33:11,aplikasi online tapi daftar harus scan QR petugas. aneh. sama aja disuruh datang ke kantor. terus apa gunanya aplikasi online?
Pengguna Google,3,2024-06-26 10:09:28,"Kenapa ya Aplikasi IKD saya yang muncul hanya KTP dan Biodata saja. Saya butuh banget KK untuk daftar BPJS tetapi tidak muncul di aplikasi. Apakah saya harus mengajukan cetak KK? Saya sudah ajukan cetak KK via app tetapi statusnya masih di verifikasi TTE, ini sudah lebih dari 2 minggu dan belum ada pergerakan"
Pengguna Google,2,2024-06-26 09:37:33,ini cara daftar akunnya di ahir ada harus scan barcode.. barcode apa yang harys saya scan????
Pengguna Google,5,2024-06-26 08:49:46,Terima kasih identitas kependudukan digital sandat membantu kami
Pengguna Google,3,2024-06-26 07:50:17,"Untuk pencetakan dokumen mungkin bisa lebih di tingkatkan, kalau udah digital semua proses dilakukan secara online, Percuma dong digital masih harus tetep bulak balik ke UPT terdekat atau Capil utk verifikasi .. Dan utk resolusi gambar dokumen KTP kk di aplikasi pun rendah sekali.. Semangat capilll, milenial mendukung digitall"
Pengguna Google,1,2024-06-26 07:45:15,"Aplikasi tidak berfungsi untuk kolom pelayanan, aplikasi error"
Pengguna Google,2,2024-06-26 07:31:59,Bikin aplikasi tapi harus ke dukcapil juga untuk apa? Zzzzz
Alfha Marenzo,2,2024-06-26 06:48:07,oke
Pengguna Google,1,2024-06-26 06:32:40,"Sampah tiada guna, pelayanan offline tetap tidak optimal"
Pengguna Google,5,2024-06-26 05:41:57,aplikasi yg bagus ini mantap dah
Pengguna Google,1,2024-06-26 05:34:59,"Aplikasi tidak berguna, selain log in yang super lemot, walaupun menggunakan internet kualitas terbaik pun tetap lemot, yg sudah pakai aplikasi ini pasti paham lemotnya, proses pengajuan akta lahir belum memiliki nik pun super lama , pengajuan dari tanggal 10 Juni 2024, sampai tanggal 24 Juni 2024 , setelah di cek, ternyata pengajuan di tolak, Karna menuliskan tempat lahir hanya ""BREBES"" harus di ganti ""KABUPATEN BREBES"" , helloooo.... 14 hari nungguin ternyata di tolak.... Kenapa selama itu pr"
Pengguna Google,5,2024-06-26 04:42:33,"alhamdulillah,tetap yang terbaik insya allah"
Pengguna Google,1,2024-06-26 04:14:41,"Mau verif susahnya minta ampun, sudah WA / Telpon petugas dukcapil kecamatan gak ada balesan dibaca aja kagak. Lupa kalau hidup di negri konoha, auto uninstall...."
Pengguna Google,5,2024-06-26 03:55:27,Baikkkkk
Pengguna Google,1,2024-06-26 03:51:41,Tidak dapat di instal tapi di malah tertanam di perangkat.. Di uninstal nggak bisa.. Kan aneh
Pengguna Google,5,2024-06-26 03:40:28,Alhamdulillah tertolong sekali dengan pelayanan yang terarah
Pengguna Google,5,2024-06-26 03:36:11,Joss aj
Pengguna Google,5,2024-06-26 03:32:25,sangat membantu dan proses cepat
Naila Canss,5,2024-06-26 03:29:40,Bagus
Pengguna Google,1,2024-06-26 03:27:41,"ini akun saya di blokir arau apa? Minta maaukin pin tapi salah terus, padahal sudah pin yg benar... Haduh repot juga identitas digital ya."
Pengguna Google,5,2024-06-26 03:16:58,Mantap sangat membantu
Pengguna Google,5,2024-06-26 03:09:31,bagus dan mudah
Pengguna Google,5,2024-06-26 02:20:26,Good
Pengguna Google,1,2024-06-26 02:20:10,Verifikasi untuk registrasi harus lewat petugas dulu apa coba :(... KTP udah Elektronik mana bisa palsu abangku :(
Pengguna Google,5,2024-06-26 02:02:39,Oke..
Pengguna Google,1,2024-06-26 00:35:04,Percuma kaga bisa daftar tapi data saya diambil kalo terjadi apa apa liat aja
Pengguna Google,1,2024-06-26 00:03:17,"Maaf, tujuan aplikasi untuk mempermudah, tapi ini sama aja gak efesien ternyata untuk upload foto KTP aja kenapa harus antri lagi ke duckcapil?mana jauh?kan untuk verifikasi bisa banyak cara,bisa kirim kode ke no telp/email atau vermuk? Mending saya hapus apknya.."
Pengguna Google,5,2024-06-25 23:07:38,ok
Pengguna Google,1,2024-06-25 20:35:30,Cara download nya gimana
Pengguna Google,1,2024-06-25 20:21:38,Tujuan online juga buat apa kalo harus ada atau terlibat org Disduk capil sama aja bohong pie iki
Pengguna Google,1,2024-06-25 15:45:03,"Mau daftar aja susah, udah masukin NIK tapi lucunya disebut kalau tidak terdaftar, trus maksudnya KK gw ilegal gitu, klo belum siap buat data digital, ga usah pake buat aplikasi atau E-KTP yg cuma isinya ga jelas fungsi digitalnya dimana"
Pengguna Google,1,2024-06-25 12:23:32,Sama aj merepotkan harus minta kode barkot kedupcapil
Pengguna Google,1,2024-06-25 12:18:00,"Apk kehapus karena reset pabrik,instal lagi kenapa gak bisa login,perintah hanya 1 DAFTAR...lawak nih team IKD nya..😂😂😂"
Pengguna Google,1,2024-06-25 11:31:27,"Ga ada kuna nya aplikasi ini, Untuk registrasi harus di depan petugas capil atu sama aja bohong, Yang bikin apk ni org tolol keq nya"
Pengguna Google,5,2024-06-25 11:07:06,Ok
Pengguna Google,1,2024-06-25 10:54:23,Apk sampah
Pengguna Google,5,2024-06-25 10:46:59,Suka banget dengan aplikasi nya sangat ngebantu
Pengguna Google,5,2024-06-25 09:06:37,good
Pengguna Google,1,2024-06-25 08:36:19,Kasih bintang 1 langsung uninstall (kalo kalian download nanti juga sama seperti saya)
Pengguna Google,1,2024-06-25 08:25:43,Terputar putar terus tdk berfungsi
Pengguna Google,2,2024-06-25 08:22:38,Apa cuma saya yg bingung dng scan code QR tetapi kode gak ada ..scan dari mana ??!parah
Pengguna Google,1,2024-06-25 08:21:07,"data di integrasikan kok gak kelar-kelar,hadooooh"
Pengguna Google,1,2024-06-25 07:18:31,aplikasi tidak bisa di buka saat menggunakan wifi. payah
Pengguna Google,5,2024-06-25 06:54:40,Keren
Pengguna Google,5,2024-06-25 06:52:23,Kerennnnn
Pengguna Google,2,2024-06-25 06:51:36,"Duh apa gak ada orang yg ahli bikin aplikasi di negri ini,koq gini amat gak bisa kebuka"
Pengguna Google,1,2024-06-25 06:47:14,"Harus nya di permudahkan, baru isi data untuk daftar saja tidak bisa yang penting sudah memenuhi persyaratan yang di berikan 👎👎👎"
Pengguna Google,5,2024-06-25 05:06:48,Bagus
Pengguna Google,5,2024-06-25 04:29:41,terikasih capil cilacap
Pengguna Google,5,2024-06-25 04:20:40,Pelayanan maksimal
Pengguna Google,5,2024-06-25 04:08:20,Mantap
Pengguna Google,1,2024-06-25 03:52:25,Fungsi aplikasi ini apa sebenernya ??? Screenshoot ga bisa Download ga bisa Kirim ga bisa Terus buat apa ? Liat liat doang ?
Pengguna Google,5,2024-06-25 03:45:50,Juara
Pengguna Google,1,2024-06-25 03:40:28,0 / 100= 0
Pengguna Google,5,2024-06-25 03:39:28,Sangat berguna dan bermanfaat di era digital sekarang.. Jempol pokoknya
Pengguna Google,5,2024-06-25 03:33:02,Pelayanannya Baiiikkk
Pengguna Google,5,2024-06-25 02:47:18,keren
Pengguna Google,1,2024-06-25 02:38:30,"Jadi bingung ini aplikasi manfaatnya apa. Secara data di aplikasikan dengan pengecekan dari web berbeda. Pengajuan perbaikan dan penambahan data, ujung-ujungnya juga harus datang langsung. 😶"
Yosep Sumantri,5,2024-06-25 02:35:23,Keren
Pengguna Google,1,2024-06-25 02:03:56,"Tolong lh kapan sh pemerintah bkin aplikasi yg bener, enak dan mudah dipake, business flowny mudah, uiny bagus, jgn pke vendor karbitan mulu"
Pengguna Google,5,2024-06-25 01:21:37,Keren bang
Pengguna Google,1,2024-06-25 01:08:22,Bad App
Pengguna Google,5,2024-06-25 00:27:31,Semua bagus
Pengguna Google,1,2024-06-24 23:24:42,Appl tidak bermanfaat tak bisa di gunakan bila dibutuhkan cetak ktp dan kk tak bisa scan QR yang keluar situs tidak dapat dijangkau Klo bisa di perlu dan seperti appl pemerintahan yang lain
Pengguna Google,5,2024-06-24 16:31:09,Sangat puas
Pengguna Google,1,2024-06-24 16:17:07,Salah email gak bisa ulang
Pengguna Google,1,2024-06-24 13:22:00,"1 dulu ya. Kukira aplikasinya bakal secanggih digital Korlantas yg hanya oerlu scan kartu. Kli masih harus datang ke kantor dukcapil menurut saya masih sangat tidak efisien sekali. Masyarakat skrg mobilitas tingggi dengan beban pekerjaan yang tinggi juga. Jadi waktu untuk datang ke kantor sangat terbatas sekali. Blm nanti ada antrian, jam system, dsb. Bikin lbh canggih. Saya tambah bintangnya"
Pengguna Google,5,2024-06-24 11:46:14,Bagus
Pengguna Google,5,2024-06-24 10:39:47,Sangat membantu sekali
Pengguna Google,1,2024-06-24 08:31:08,Aplikasi pemerintahan yg masih cacat
Pengguna Google,1,2024-06-24 07:20:44,"Ktp saya hilang,sudah 3 minggu ini mengajukan untuk pembuatan Ktp aslinya kembali,tapi info dari dukcapil blangkonya habis entah kapan datangnya lagi,dah di arahkan untuk download ini,trus apakah aplikasi ini sudah join dengan bagian imigrasi kah? Pelayan publik nya makin kesini makin canggih,tapi kenyataan aslinya makin sedih, This jakarta gada blangko, Helloo🫣"
Pengguna Google,5,2024-06-24 07:10:43,Cukup membantu
Pengguna Google,1,2024-06-24 07:07:33,"Aplikasi gak jelas, masa bisa di download gak bisa di instal Plus bikin ribet"
Pengguna Google,1,2024-06-24 06:18:54,"woiiii lihat berita,,,memalukan.wkhwkwk😂"
Herjuno makarim wijaya,1,2024-06-24 06:16:51,Agak ribet
Pengguna Google,5,2024-06-24 05:44:47,Tp knp kk sy dlm ms pindah y
Pengguna Google,5,2024-06-24 01:59:09,Mantappp
Pengguna Google,5,2024-06-24 01:42:02,Mantap
Pengguna Google,2,2024-06-24 01:36:45,Sdh didownload tp gk muncul di beranda handphone
Pengguna Google,5,2024-06-24 01:26:26,Keren
Pengguna Google,1,2024-06-24 00:49:26,mgapain ke dukcapil
